source,label,corpus,role,alpha,score,correction,n_points,n_patients,prevalence,n_positive,coverage_mean,coverage_sd,coverage_diagnosis_mean,coverage_diagnosis_sd,coverage_no_diagnosis_mean,coverage_no_diagnosis_sd,mean_set_size_mean,mean_set_size_sd,threshold_no_diagnosis_mean,threshold_diagnosis_mean,threshold_diagnosis_n_infinite,n_draws_target_prior_unidentified,calibration_n_mean,calibration_effective_size_mean,n_draws
sph,AF,cpsc,away,0.2,aps,none,4124,4124,0.13312,549,0.7406,0.0126,0.7287,0.0179,0.7424,0.0128,0.9498,0.0189,0.77519,0.77519,0,0,999.3,999.3,200
sph,AF,sph-calibration-holdout,calibration holdout,0.2,aps,mondrian,2000,1903,0.028,56,0.8005,0.0172,0.8206,0.1001,0.7999,0.0172,0.9478,0.0612,0.77418,0.83365,0,0,999.3,999.3,200
sph,AF,ptbxl,away,0.2,aps,mondrian,8000,6937,0.06875,550,0.7792,0.0127,0.6631,0.0836,0.7878,0.0118,0.9884,0.0699,0.77418,0.83365,0,0,999.3,999.3,200
sph,AF,sph,home,0.2,aps,mondrian,8000,7671,0.027,216,0.8,0.0123,0.8516,0.0761,0.7985,0.0124,0.939,0.0578,0.77418,0.83365,0,0,999.3,999.3,200
sph,AF,chapman_ningbo,away,0.2,aps,mondrian,7983,7983,0.04021,321,0.6392,0.0111,0.7594,0.0784,0.6342,0.0108,0.9539,0.0581,0.77418,0.83365,0,0,999.3,999.3,200
sph,AF,georgia,away,0.2,aps,mondrian,4115,4115,0.05225,215,0.7016,0.0131,0.6224,0.0844,0.7059,0.0125,1.0207,0.073,0.77418,0.83365,0,0,999.3,999.3,200
sph,AF,cpsc,away,0.2,aps,mondrian,4124,4124,0.13312,549,0.7479,0.0156,0.7902,0.0762,0.7414,0.0128,1.0066,0.071,0.77418,0.83365,0,0,999.3,999.3,200
sph,AF,sph-calibration-holdout,calibration holdout,0.2,aps,weighted,2000,1903,0.028,56,0.8069,0.0406,0.7748,0.0847,0.8078,0.0404,0.94,0.2033,0.77518,0.77521,7,7,999.3,990.6,200
sph,AF,ptbxl,away,0.2,aps,weighted,8000,6937,0.06875,550,0.7773,0.0127,0.5944,0.0173,0.7908,0.0128,0.9357,0.0192,0.77731,0.77867,0,0,999.3,901.4,200
sph,AF,sph,home,0.2,aps,weighted,8000,7671,0.027,216,0.7993,0.0123,0.794,0.0274,0.7995,0.0124,0.8942,0.0162,0.77512,0.775,0,0,999.3,995.8,200
sph,AF,chapman_ningbo,away,0.2,aps,weighted,7983,7983,0.04021,321,0.6457,0.0202,0.7125,0.0273,0.6429,0.0202,0.9251,0.0327,0.78415,0.79201,0,0,999.3,311.3,200
sph,AF,georgia,away,0.2,aps,weighted,4115,4115,0.05225,215,0.7051,0.0186,0.5643,0.0255,0.7128,0.0186,0.9753,0.0301,0.78153,0.78708,0,0,999.3,457.2,200
sph,AF,cpsc,away,0.2,aps,weighted,4124,4124,0.13312,549,0.7483,0.02,0.7415,0.0229,0.7494,0.0203,0.9651,0.0318,0.78235,0.78864,0,0,999.3,403.4,200
sph,AF,sph-calibration-holdout,calibration holdout,0.1,lac,none,2000,1903,0.028,56,0.9011,0.0127,0.7934,0.0654,0.9042,0.0127,0.9499,0.0134,0.39883,0.39883,0,0,999.3,999.3,200
sph,AF,ptbxl,away,0.1,lac,none,8000,6937,0.06875,550,0.8439,0.0071,0.5418,0.0093,0.8662,0.007,0.9405,0.0109,0.39883,0.39883,0,0,999.3,999.3,200
sph,AF,sph,home,0.1,lac,none,8000,7671,0.027,216,0.9067,0.0049,0.8343,0.0138,0.9087,0.0047,0.9583,0.0075,0.39883,0.39883,0,0,999.3,999.3,200
sph,AF,chapman_ningbo,away,0.1,lac,none,7983,7983,0.04021,321,0.6982,0.0047,0.6621,0.0082,0.6997,0.0045,0.9492,0.0088,0.39883,0.39883,0,0,999.3,999.3,200
sph,AF,georgia,away,0.1,lac,none,4115,4115,0.05225,215,0.7217,0.0081,0.4871,0.0089,0.7346,0.0081,0.9179,0.0145,0.39883,0.39883,0,0,999.3,999.3,200
sph,AF,cpsc,away,0.1,lac,none,4124,4124,0.13312,549,0.7823,0.0089,0.7331,0.0113,0.7898,0.0086,0.9243,0.0145,0.39883,0.39883,0,0,999.3,999.3,200
sph,AF,sph-calibration-holdout,calibration holdout,0.1,lac,mondrian,2000,1903,0.028,56,0.9012,0.0135,0.9091,0.0832,0.9009,0.0138,1.1107,0.112,0.38993,0.75191,0,0,999.3,999.3,200
sph,AF,ptbxl,away,0.1,lac,mondrian,8000,6937,0.06875,550,0.8559,0.0103,0.7652,0.1099,0.8626,0.0081,1.1311,0.1286,0.38993,0.75191,0,0,999.3,999.3,200
sph,AF,sph,home,0.1,lac,mondrian,8000,7671,0.027,216,0.9078,0.0051,0.9573,0.0432,0.9064,0.0052,1.1053,0.1091,0.38993,0.75191,0,0,999.3,999.3,200
sph,AF,chapman_ningbo,away,0.1,lac,mondrian,7983,7983,0.04021,321,0.7039,0.0059,0.8607,0.0849,0.6974,0.0054,1.0825,0.0851,0.38993,0.75191,0,0,999.3,999.3,200
sph,AF,georgia,away,0.1,lac,mondrian,4115,4115,0.05225,215,0.7305,0.0106,0.7282,0.1278,0.7307,0.0093,1.1253,0.127,0.38993,0.75191,0,0,999.3,999.3,200
sph,AF,cpsc,away,0.1,lac,mondrian,4124,4124,0.13312,549,0.8006,0.0116,0.8992,0.0638,0.7855,0.0101,1.1166,0.1175,0.38993,0.75191,0,0,999.3,999.3,200
sph,AF,sph-calibration-holdout,calibration holdout,0.1,lac,weighted,2000,1903,0.028,56,0.9044,0.0213,0.8008,0.0752,0.9074,0.0208,0.9868,0.1938,0.39952,0.39977,7,7,999.3,990.6,200
sph,AF,ptbxl,away,0.1,lac,weighted,8000,6937,0.06875,550,0.8513,0.0079,0.5565,0.0139,0.8731,0.0075,0.9533,0.013,0.41808,0.42397,0,0,999.3,901.4,200
sph,AF,sph,home,0.1,lac,weighted,8000,7671,0.027,216,0.9063,0.0044,0.8331,0.012,0.9084,0.0042,0.9578,0.0067,0.39768,0.39721,0,0,999.3,995.8,200
sph,AF,chapman_ningbo,away,0.1,lac,weighted,7983,7983,0.04021,321,0.7194,0.0143,0.7252,0.0388,0.7192,0.0133,0.9952,0.0303,0.47742,0.50489,0,0,999.3,311.3,200
sph,AF,georgia,away,0.1,lac,weighted,4115,4115,0.05225,215,0.7482,0.0177,0.5151,0.0275,0.761,0.0173,0.9749,0.0366,0.46061,0.4774,0,0,999.3,457.2,200
sph,AF,cpsc,away,0.1,lac,weighted,4124,4124,0.13312,549,0.8127,0.0182,0.7907,0.0292,0.8161,0.0167,0.9825,0.0368,0.46557,0.48534,0,0,999.3,403.4,200
sph,AF,sph-calibration-holdout,calibration holdout,0.1,aps,none,2000,1903,0.028,56,0.9011,0.0137,0.8571,0.0558,0.9024,0.0138,1.0684,0.0237,0.87846,0.87846,0,0,999.3,999.3,200
sph,AF,ptbxl,away,0.1,aps,none,8000,6937,0.06875,550,0.8744,0.01,0.71,0.0189,0.8865,0.0097,1.1137,0.0228,0.87846,0.87846,0,0,999.3,999.3,200
sph,AF,sph,home,0.1,aps,none,8000,7671,0.027,216,0.9003,0.0096,0.8941,0.022,0.9004,0.0095,1.0587,0.0199,0.87846,0.87846,0,0,999.3,999.3,200
sph,AF,chapman_ningbo,away,0.1,aps,none,7983,7983,0.04021,321,0.7335,0.0106,0.8048,0.0188,0.7306,0.0106,1.0756,0.0206,0.87846,0.87846,0,0,999.3,999.3,200
sph,AF,georgia,away,0.1,aps,none,4115,4115,0.05225,215,0.8008,0.0114,0.6668,0.0229,0.8082,0.0112,1.1541,0.024,0.87846,0.87846,0,0,999.3,999.3,200
sph,AF,cpsc,away,0.1,aps,none,4124,4124,0.13312,549,0.843,0.0112,0.8342,0.0165,0.8444,0.0111,1.1368,0.0231,0.87846,0.87846,0,0,999.3,999.3,200
sph,AF,sph-calibration-holdout,calibration holdout,0.1,aps,mondrian,2000,1903,0.028,56,0.9018,0.0141,0.9165,0.0735,0.9014,0.0143,1.2063,0.1149,0.87739,0.93539,0,0,999.3,999.3,200
sph,AF,ptbxl,away,0.1,aps,mondrian,8000,6937,0.06875,550,0.8807,0.0105,0.8154,0.0747,0.8855,0.0101,1.2625,0.1177,0.87739,0.93539,0,0,999.3,999.3,200
sph,AF,sph,home,0.1,aps,mondrian,8000,7671,0.027,216,0.9008,0.0096,0.9495,0.042,0.8995,0.0098,1.196,0.112,0.87739,0.93539,0,0,999.3,999.3,200
sph,AF,chapman_ningbo,away,0.1,aps,mondrian,7983,7983,0.04021,321,0.7358,0.0107,0.8865,0.059,0.7294,0.0109,1.1853,0.0902,0.87739,0.93539,0,0,999.3,999.3,200
sph,AF,georgia,away,0.1,aps,mondrian,4115,4115,0.05225,215,0.8058,0.0116,0.7835,0.0832,0.807,0.0114,1.2949,0.1078,0.87739,0.93539,0,0,999.3,999.3,200
sph,AF,cpsc,away,0.1,aps,mondrian,4124,4124,0.13312,549,0.852,0.0122,0.9091,0.0521,0.8432,0.0115,1.2704,0.1033,0.87739,0.93539,0,0,999.3,999.3,200
sph,AF,sph-calibration-holdout,calibration holdout,0.1,aps,weighted,2000,1903,0.028,56,0.9047,0.0225,0.8627,0.0604,0.906,0.0224,1.1016,0.1731,0.8786,0.8787,7,7,999.3,990.6,200
sph,AF,ptbxl,away,0.1,aps,weighted,8000,6937,0.06875,550,0.8772,0.0102,0.7169,0.0185,0.8891,0.0099,1.1226,0.0239,0.88125,0.88317,0,0,999.3,901.4,200
sph,AF,sph,home,0.1,aps,weighted,8000,7671,0.027,216,0.9002,0.0095,0.8937,0.0219,0.9004,0.0094,1.0583,0.0198,0.87836,0.8782,0,0,999.3,995.8,200
sph,AF,chapman_ningbo,away,0.1,aps,weighted,7983,7983,0.04021,321,0.746,0.0191,0.83,0.0267,0.7425,0.019,1.112,0.0419,0.8897,0.89895,0,0,999.3,311.3,200
sph,AF,georgia,away,0.1,aps,weighted,4115,4115,0.05225,215,0.8103,0.016,0.6881,0.0278,0.817,0.0157,1.1861,0.0384,0.88717,0.89353,0,0,999.3,457.2,200
sph,AF,cpsc,away,0.1,aps,weighted,4124,4124,0.13312,549,0.8542,0.0168,0.8543,0.022,0.8542,0.0165,1.1711,0.0403,0.88805,0.89517,0,0,999.3,403.4,200
sph,AF,sph-calibration-holdout,calibration holdout,0.05,lac,none,2000,1903,0.028,56,0.951,0.01,0.8727,0.0527,0.9532,0.0099,1.0507,0.0143,0.60407,0.60407,0,0,999.3,999.3,200
sph,AF,ptbxl,away,0.05,lac,none,8000,6937,0.06875,550,0.9039,0.0048,0.6531,0.0117,0.9225,0.0043,1.0614,0.0142,0.60407,0.60407,0,0,999.3,999.3,200
sph,AF,sph,home,0.05,lac,none,8000,7671,0.027,216,0.9489,0.0034,0.9252,0.0083,0.9495,0.0033,1.043,0.0099,0.60407,0.60407,0,0,999.3,999.3,200
sph,AF,chapman_ningbo,away,0.05,lac,none,7983,7983,0.04021,321,0.7497,0.0054,0.7873,0.0154,0.7482,0.005,1.0525,0.0117,0.60407,0.60407,0,0,999.3,999.3,200
sph,AF,georgia,away,0.05,lac,none,4115,4115,0.05225,215,0.8046,0.0084,0.5977,0.0151,0.816,0.008,1.0843,0.0191,0.60407,0.60407,0,0,999.3,999.3,200
sph,AF,cpsc,away,0.05,lac,none,4124,4124,0.13312,549,0.8587,0.0073,0.8515,0.0083,0.8598,0.0072,1.0782,0.0189,0.60407,0.60407,0,0,999.3,999.3,200
sph,AF,sph-calibration-holdout,calibration holdout,0.05,lac,mondrian,2000,1903,0.028,56,0.9515,0.0099,0.9633,0.0491,0.9512,0.0099,1.3319,0.0933,0.5949,0.90499,0,0,999.3,999.3,200
sph,AF,ptbxl,away,0.05,lac,mondrian,8000,6937,0.06875,550,0.9189,0.006,0.894,0.0629,0.9208,0.0039,1.3815,0.0997,0.5949,0.90499,0,0,999.3,999.3,200
sph,AF,sph,home,0.05,lac,mondrian,8000,7671,0.027,216,0.9495,0.0028,0.9939,0.0172,0.9482,0.0028,1.3209,0.0937,0.5949,0.90499,0,0,999.3,999.3,200
sph,AF,chapman_ningbo,away,0.05,lac,mondrian,7983,7983,0.04021,321,0.7545,0.0047,0.9534,0.0433,0.7462,0.0043,1.2609,0.0672,0.5949,0.90499,0,0,999.3,999.3,200
sph,AF,georgia,away,0.05,lac,mondrian,4115,4115,0.05225,215,0.8166,0.0083,0.8833,0.0763,0.813,0.0073,1.3896,0.0946,0.5949,0.90499,0,0,999.3,999.3,200
sph,AF,cpsc,away,0.05,lac,mondrian,4124,4124,0.13312,549,0.8715,0.0072,0.9658,0.0316,0.8571,0.0063,1.3609,0.0875,0.5949,0.90499,0,0,999.3,999.3,200
sph,AF,sph-calibration-holdout,calibration holdout,0.05,lac,weighted,2000,1903,0.028,56,0.9526,0.0126,0.8779,0.0566,0.9548,0.0122,1.0841,0.1753,0.60369,0.6037,7,7,999.3,990.6,200
sph,AF,ptbxl,away,0.05,lac,weighted,8000,6937,0.06875,550,0.909,0.0064,0.6711,0.0185,0.9265,0.0056,1.0812,0.0219,0.62707,0.63742,0,0,999.3,901.4,200
sph,AF,sph,home,0.05,lac,weighted,8000,7671,0.027,216,0.9486,0.003,0.9243,0.0073,0.9493,0.0029,1.0421,0.0083,0.60249,0.60158,0,0,999.3,995.8,200
sph,AF,chapman_ningbo,away,0.05,lac,weighted,7983,7983,0.04021,321,0.7743,0.0212,0.8613,0.0393,0.7707,0.0207,1.1348,0.0628,0.6904,0.74391,0,0,999.3,311.3,200
sph,AF,georgia,away,0.05,lac,weighted,4115,4115,0.05225,215,0.8305,0.0212,0.6797,0.0518,0.8388,0.0197,1.171,0.0683,0.66926,0.70814,0,0,999.3,457.2,200
sph,AF,cpsc,away,0.05,lac,weighted,4124,4124,0.13312,549,0.8826,0.0194,0.8854,0.0239,0.8822,0.019,1.1703,0.0712,0.67619,0.72039,0,0,999.3,403.4,200
sph,AF,sph-calibration-holdout,calibration holdout,0.05,aps,none,2000,1903,0.028,56,0.9508,0.009,0.9155,0.0446,0.9518,0.009,1.2135,0.0276,0.93469,0.93469,0,0,999.3,999.3,200
sph,AF,ptbxl,away,0.05,aps,none,8000,6937,0.06875,550,0.9274,0.0074,0.8009,0.0176,0.9368,0.0069,1.2745,0.0291,0.93469,0.93469,0,0,999.3,999.3,200
sph,AF,sph,home,0.05,aps,none,8000,7671,0.027,216,0.95,0.0067,0.9517,0.0146,0.95,0.0067,1.2046,0.0268,0.93469,0.93469,0,0,999.3,999.3,200
sph,AF,chapman_ningbo,away,0.05,aps,none,7983,7983,0.04021,321,0.7972,0.0098,0.88,0.0161,0.7938,0.0098,1.2192,0.0253,0.93469,0.93469,0,0,999.3,999.3,200
sph,AF,georgia,away,0.05,aps,none,4115,4115,0.05225,215,0.8635,0.0098,0.7664,0.0254,0.8689,0.0094,1.3241,0.0296,0.93469,0.93469,0,0,999.3,999.3,200
sph,AF,cpsc,away,0.05,aps,none,4124,4124,0.13312,549,0.903,0.0092,0.9048,0.0139,0.9027,0.0091,1.2998,0.0288,0.93469,0.93469,0,0,999.3,999.3,200
sph,AF,sph-calibration-holdout,calibration holdout,0.05,aps,mondrian,2000,1903,0.028,56,0.9514,0.009,0.9676,0.0447,0.951,0.0092,1.482,0.1867,0.93347,0.97557,0,0,999.3,999.3,200
sph,AF,ptbxl,away,0.05,aps,mondrian,8000,6937,0.06875,550,0.9342,0.0079,0.9134,0.0602,0.9357,0.0071,1.5354,0.17,0.93347,0.97557,0,0,999.3,999.3,200
sph,AF,sph,home,0.05,aps,mondrian,8000,7671,0.027,216,0.9499,0.0068,0.9835,0.0218,0.9489,0.0069,1.4724,0.1867,0.93347,0.97557,0,0,999.3,999.3,200
sph,AF,chapman_ningbo,away,0.05,aps,mondrian,7983,7983,0.04021,321,0.7987,0.0098,0.9517,0.0389,0.7923,0.0101,1.4282,0.1476,0.93347,0.97557,0,0,999.3,999.3,200
sph,AF,georgia,away,0.05,aps,mondrian,4115,4115,0.05225,215,0.869,0.0098,0.897,0.0714,0.8674,0.0096,1.5467,0.1413,0.93347,0.97557,0,0,999.3,999.3,200
sph,AF,cpsc,away,0.05,aps,mondrian,4124,4124,0.13312,549,0.9096,0.0092,0.9627,0.032,0.9014,0.0093,1.5176,0.1413,0.93347,0.97557,0,0,999.3,999.3,200
sph,AF,sph-calibration-holdout,calibration holdout,0.05,aps,weighted,2000,1903,0.028,56,0.9525,0.0126,0.9181,0.0468,0.9534,0.0124,1.2412,0.1473,0.93468,0.93475,7,7,999.3,990.6,200
sph,AF,ptbxl,away,0.05,aps,weighted,8000,6937,0.06875,550,0.9301,0.0074,0.8098,0.0174,0.939,0.007,1.2906,0.0309,0.93717,0.9391,0,0,999.3,901.4,200
sph,AF,sph,home,0.05,aps,weighted,8000,7671,0.027,216,0.95,0.0066,0.9513,0.0146,0.95,0.0066,1.2036,0.0262,0.93465,0.93435,0,0,999.3,995.8,200
sph,AF,chapman_ningbo,away,0.05,aps,weighted,7983,7983,0.04021,321,0.8105,0.0174,0.9101,0.0223,0.8064,0.0175,1.2827,0.057,0.94361,0.95263,0,0,999.3,311.3,200
sph,AF,georgia,away,0.05,aps,weighted,4115,4115,0.05225,215,0.8735,0.0136,0.8014,0.0305,0.8775,0.0131,1.3789,0.0501,0.94142,0.94867,0,0,999.3,457.2,200
sph,AF,cpsc,away,0.05,aps,weighted,4124,4124,0.13312,549,0.913,0.0129,0.9264,0.0173,0.9109,0.0127,1.3583,0.054,0.94206,0.95005,0,0,999.3,403.4,200
sph,LBBB,sph-calibration-holdout,calibration holdout,0.2,lac,none,2000,1903,0.006,12,0.801,0.0169,0.0,0.0,0.8058,0.0169,0.801,0.0169,0.00117,0.00117,0,0,999.3,999.3,200
sph,LBBB,ptbxl,away,0.2,lac,none,8000,6937,0.027,216,0.4696,0.0108,0.0,0.0,0.4826,0.0111,0.4697,0.0109,0.00117,0.00117,0,0,999.3,999.3,200
sph,LBBB,sph,home,0.2,lac,none,8000,7671,0.00287,23,0.804,0.0082,0.0,0.0,0.8063,0.0082,0.804,0.0082,0.00117,0.00117,0,0,999.3,999.3,200
sph,LBBB,chapman_ningbo,away,0.2,lac,none,7983,7983,0.01015,81,0.5342,0.0102,0.0,0.0,0.5397,0.0103,0.5352,0.0103,0.00117,0.00117,0,0,999.3,999.3,200
sph,LBBB,georgia,away,0.2,lac,none,4115,4115,0.02187,90,0.4441,0.0099,0.0,0.0,0.454,0.0101,0.4443,0.0099,0.00117,0.00117,0,0,999.3,999.3,200
sph,LBBB,cpsc,away,0.2,lac,none,4124,4124,0.0274,113,0.5699,0.0086,0.0,0.0,0.5859,0.0088,0.5711,0.0086,0.00117,0.00117,0,0,999.3,999.3,200
sph,LBBB,sph-calibration-holdout,calibration holdout,0.2,lac,mondrian,2000,1903,0.006,12,0.8016,0.0171,0.8822,0.1616,0.8011,0.0172,0.8758,0.2439,0.00115,0.98858,13,0,999.3,999.3,200
sph,LBBB,ptbxl,away,0.2,lac,mondrian,8000,6937,0.027,216,0.489,0.0099,0.9268,0.0632,0.4768,0.0101,0.6262,0.2242,0.00115,0.98858,13,0,999.3,999.3,200
sph,LBBB,sph,home,0.2,lac,mondrian,8000,7671,0.00287,23,0.8026,0.0073,0.943,0.0869,0.8022,0.0073,0.8777,0.244,0.00115,0.98858,13,0,999.3,999.3,200
sph,LBBB,chapman_ningbo,away,0.2,lac,mondrian,7983,7983,0.01015,81,0.5375,0.0087,0.8213,0.0599,0.5346,0.0088,0.6598,0.2316,0.00115,0.98858,13,0,999.3,999.3,200
sph,LBBB,georgia,away,0.2,lac,mondrian,4115,4115,0.02187,90,0.4566,0.009,0.8018,0.1123,0.4489,0.0089,0.5931,0.2271,0.00115,0.98858,13,0,999.3,999.3,200
sph,LBBB,cpsc,away,0.2,lac,mondrian,4124,4124,0.0274,113,0.5872,0.0077,0.7878,0.0901,0.5816,0.0076,0.7144,0.2278,0.00115,0.98858,13,0,999.3,999.3,200
sph,LBBB,sph-calibration-holdout,calibration holdout,0.2,lac,weighted,2000,1903,0.006,12,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,inf,inf,200,200,999.3,0.0,200
sph,LBBB,ptbxl,away,0.2,lac,weighted,8000,6937,0.027,216,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,inf,inf,200,200,999.3,0.0,200
sph,LBBB,sph,home,0.2,lac,weighted,8000,7671,0.00287,23,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,inf,inf,200,200,999.3,0.0,200
sph,LBBB,chapman_ningbo,away,0.2,lac,weighted,7983,7983,0.01015,81,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,inf,inf,200,200,999.3,0.0,200
sph,LBBB,georgia,away,0.2,lac,weighted,4115,4115,0.02187,90,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,inf,inf,200,200,999.3,0.0,200
sph,LBBB,cpsc,away,0.2,lac,weighted,4124,4124,0.0274,113,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,inf,inf,200,200,999.3,0.0,200
sph,LBBB,sph-calibration-holdout,calibration holdout,0.2,aps,none,2000,1903,0.006,12,0.8004,0.0171,0.0979,0.1111,0.8046,0.0172,0.8057,0.0173,0.80501,0.80501,0,0,999.3,999.3,200
sph,LBBB,ptbxl,away,0.2,aps,none,8000,6937,0.027,216,0.793,0.0127,0.2239,0.0192,0.8087,0.0128,0.817,0.0131,0.80501,0.80501,0,0,999.3,999.3,200
sph,LBBB,sph,home,0.2,aps,none,8000,7671,0.00287,23,0.8041,0.0128,0.1561,0.0552,0.806,0.0129,0.8068,0.0129,0.80501,0.80501,0,0,999.3,999.3,200
sph,LBBB,chapman_ningbo,away,0.2,aps,none,7983,7983,0.01015,81,0.8019,0.0128,0.2555,0.0239,0.8075,0.0128,0.8116,0.013,0.80501,0.80501,0,0,999.3,999.3,200
sph,LBBB,georgia,away,0.2,aps,none,4115,4115,0.02187,90,0.7928,0.0126,0.1172,0.0198,0.8079,0.0128,0.8126,0.013,0.80501,0.80501,0,0,999.3,999.3,200
sph,LBBB,cpsc,away,0.2,aps,none,4124,4124,0.0274,113,0.788,0.0143,0.1414,0.0168,0.8063,0.0145,0.8139,0.0146,0.80501,0.80501,0,0,999.3,999.3,200
sph,LBBB,sph-calibration-holdout,calibration holdout,0.2,aps,mondrian,2000,1903,0.006,12,0.8011,0.0172,0.8662,0.1847,0.8007,0.0171,0.9382,0.2615,0.80084,0.99596,13,0,999.3,999.3,200
sph,LBBB,ptbxl,away,0.2,aps,mondrian,8000,6937,0.027,216,0.8074,0.0126,0.9091,0.0798,0.8046,0.0127,1.0741,0.2655,0.80084,0.99596,13,0,999.3,999.3,200
sph,LBBB,sph,home,0.2,aps,mondrian,8000,7671,0.00287,23,0.802,0.0129,0.9096,0.1007,0.8017,0.013,0.937,0.2612,0.80084,0.99596,13,0,999.3,999.3,200
sph,LBBB,chapman_ningbo,away,0.2,aps,mondrian,7983,7983,0.01015,81,0.8034,0.0129,0.8144,0.089,0.8033,0.0129,1.033,0.2641,0.80084,0.99596,13,0,999.3,999.3,200
sph,LBBB,georgia,away,0.2,aps,mondrian,4115,4115,0.02187,90,0.8039,0.0132,0.8085,0.1348,0.8038,0.013,1.0736,0.2703,0.80084,0.99596,13,0,999.3,999.3,200
sph,LBBB,cpsc,away,0.2,aps,mondrian,4124,4124,0.0274,113,0.8021,0.0144,0.8001,0.1192,0.8022,0.0143,1.0398,0.2556,0.80084,0.99596,13,0,999.3,999.3,200
sph,LBBB,sph-calibration-holdout,calibration holdout,0.2,aps,weighted,2000,1903,0.006,12,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,inf,inf,200,200,999.3,0.0,200
sph,LBBB,ptbxl,away,0.2,aps,weighted,8000,6937,0.027,216,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,inf,inf,200,200,999.3,0.0,200
sph,LBBB,sph,home,0.2,aps,weighted,8000,7671,0.00287,23,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,inf,inf,200,200,999.3,0.0,200
sph,LBBB,chapman_ningbo,away,0.2,aps,weighted,7983,7983,0.01015,81,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,inf,inf,200,200,999.3,0.0,200
sph,LBBB,georgia,away,0.2,aps,weighted,4115,4115,0.02187,90,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,inf,inf,200,200,999.3,0.0,200
sph,LBBB,cpsc,away,0.2,aps,weighted,4124,4124,0.0274,113,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,inf,inf,200,200,999.3,0.0,200
sph,LBBB,sph-calibration-holdout,calibration holdout,0.1,lac,none,2000,1903,0.006,12,0.9003,0.0133,0.0,0.0,0.9057,0.0133,0.9003,0.0133,0.00202,0.00202,0,0,999.3,999.3,200
sph,LBBB,ptbxl,away,0.1,lac,none,8000,6937,0.027,216,0.6304,0.012,0.0,0.0,0.6479,0.0124,0.6306,0.012,0.00202,0.00202,0,0,999.3,999.3,200
sph,LBBB,sph,home,0.1,lac,none,8000,7671,0.00287,23,0.9044,0.0058,0.0,0.0,0.907,0.0058,0.9044,0.0058,0.00202,0.00202,0,0,999.3,999.3,200
sph,LBBB,chapman_ningbo,away,0.1,lac,none,7983,7983,0.01015,81,0.6801,0.0112,0.0,0.0,0.6871,0.0113,0.6813,0.0112,0.00202,0.00202,0,0,999.3,999.3,200
sph,LBBB,georgia,away,0.1,lac,none,4115,4115,0.02187,90,0.6032,0.0113,0.0,0.0,0.6167,0.0116,0.6037,0.0113,0.00202,0.00202,0,0,999.3,999.3,200
sph,LBBB,cpsc,away,0.1,lac,none,4124,4124,0.0274,113,0.6828,0.0091,0.0,0.0,0.7021,0.0093,0.6846,0.0091,0.00202,0.00202,0,0,999.3,999.3,200
sph,LBBB,sph-calibration-holdout,calibration holdout,0.1,lac,mondrian,2000,1903,0.006,12,0.9009,0.0138,0.9958,0.0424,0.9003,0.0139,1.8408,0.225,0.00195,0.99319,189,0,999.3,999.3,200
sph,LBBB,ptbxl,away,0.1,lac,mondrian,8000,6937,0.027,216,0.6479,0.0117,0.9978,0.0099,0.6382,0.012,1.5729,0.2003,0.00195,0.99319,189,0,999.3,999.3,200
sph,LBBB,sph,home,0.1,lac,mondrian,8000,7671,0.00287,23,0.9026,0.0061,0.9996,0.0043,0.9023,0.0061,1.8457,0.2247,0.00195,0.99319,189,0,999.3,999.3,200
sph,LBBB,chapman_ningbo,away,0.1,lac,mondrian,7983,7983,0.01015,81,0.6814,0.011,0.9905,0.0395,0.6782,0.0111,1.6222,0.2094,0.00195,0.99319,189,0,999.3,999.3,200
sph,LBBB,georgia,away,0.1,lac,mondrian,4115,4115,0.02187,90,0.6162,0.0109,0.9919,0.0344,0.6078,0.0111,1.5466,0.2016,0.00195,0.99319,189,0,999.3,999.3,200
sph,LBBB,cpsc,away,0.1,lac,mondrian,4124,4124,0.0274,113,0.7027,0.0094,0.9899,0.042,0.6946,0.0096,1.6283,0.2038,0.00195,0.99319,189,0,999.3,999.3,200
sph,LBBB,sph-calibration-holdout,calibration holdout,0.1,lac,weighted,2000,1903,0.006,12,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,inf,inf,200,200,999.3,0.0,200
sph,LBBB,ptbxl,away,0.1,lac,weighted,8000,6937,0.027,216,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,inf,inf,200,200,999.3,0.0,200
sph,LBBB,sph,home,0.1,lac,weighted,8000,7671,0.00287,23,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,inf,inf,200,200,999.3,0.0,200
